,projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color
5,-0.04445073,1985,بائعة,بائع,-0.06783474,0.11228547,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
6,-0.043957144,1985,باحثة,باحث,-0.14819966,0.1921568,باحثة-باحث,ﺚﺣﺎﺑ-ﺔﺜﺣﺎﺑ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
7,-0.041280687,1985,ممثلة,ممثل,-0.23768577,0.27896646,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
8,-0.031917468,1985,فنانة,فنان,-0.21714704,0.2490645,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)"
9,-0.008040644,1985,خادمة,خادم,-0.07580551,0.08384615,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9709342560553633, 0.9578623606305268, 0.9501730103806229, 1.0)"
10,-0.007920682,1985,رسامة,رسام,-0.088639185,0.09655987,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.9709342560553633, 0.9578623606305268, 0.9501730103806229, 1.0)"
11,0.026634723,1985,الجندية,الجندي,-0.35329792,0.3266632,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
12,0.06258467,1985,عاملة,عامل,-0.19688559,0.13430092,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)"
13,0.07907644,1985,الدكتورة,الدكتور,-0.11868918,0.039612737,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.8488273740868899, 0.9118800461361016, 0.946559015763168, 1.0)"
14,0.095273554,1985,كاتبة,كاتب,-0.29726785,0.2019943,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)"
15,0.12627122,1985,نائبة,نائب,-0.13609082,-0.009819598,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.7517877739331029, 0.8635909265667053, 0.9217993079584775, 1.0)"
16,0.15048109,1985,شاعرة,شاعر,-0.3310293,0.1805482,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.6936562860438296, 0.8340638216070744, 0.9051903114186852, 1.0)"
17,0.18707411,1985,مغنية,مغني,0.20558107,0.018506961,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.6064590542099195, 0.789773164167628, 0.8802768166089966, 1.0)"
18,0.18808126,1985,مديرة,مدير,-0.20306441,0.014983144,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.5967704728950406, 0.7848519800076895, 0.8775086505190313, 1.0)"
19,0.21235618,1985,موظفة,موظف,-0.36341286,0.15105668,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.530026912725875, 0.7456362937331797, 0.8560553633217994, 1.0)"
20,0.21253201,1985,حارسة,حارس,-0.26436442,0.051832415,حارسة-حارس,ﺱﺭﺎﺣ-ﺔﺳﺭﺎﺣ,"(0.530026912725875, 0.7456362937331797, 0.8560553633217994, 1.0)"
21,0.30514064,1985,طبيبة,طبيب,-0.42383838,0.11869773,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.2522875816993464, 0.5626297577854671, 0.7576316801230295, 1.0)"
0,-0.18618855,1986,خادمة,خادم,-0.0026792171,-0.18886776,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9617070357554787, 0.6761245674740484, 0.546943483275663, 1.0)"
1,-0.18525472,1986,راقصة,راقص,0.12257829,-0.30783302,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9617070357554787, 0.6761245674740484, 0.546943483275663, 1.0)"
2,-0.18083262,1986,مصورة,مصور,0.05984017,-0.2406728,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9630911188004614, 0.6844290657439446, 0.5575547866205304, 1.0)"
3,-0.17816982,1986,عازفة,عازف,-0.019512173,-0.197682,عازفة-عازف,ﻑﺯﺎﻋ-ﺔﻓﺯﺎﻋ,"(0.9644752018454441, 0.6927335640138407, 0.5681660899653976, 1.0)"
4,-0.11923754,1986,بائعة,بائع,-0.048352882,-0.16759042,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9852364475201846, 0.8173010380622837, 0.7273356401384083, 1.0)"
5,-0.10790962,1986,عاملة,عامل,0.17577761,-0.28368723,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9893886966551326, 0.8422145328719722, 0.7591695501730104, 1.0)"
6,-0.10685773,1986,رسامة,رسام,0.033754274,-0.140612,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.9893886966551326, 0.8422145328719722, 0.7591695501730104, 1.0)"
7,-0.06954311,1986,سكرتيرة,سكرتير,0.09749499,-0.1670381,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9847750865051903, 0.8932718185313341, 0.8394463667820069, 1.0)"
8,-0.03295003,1986,فنانة,فنان,0.20950332,-0.24245335,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)"
9,-0.024340808,1986,المغنية,المغني,0.1403676,-0.1647084,المغنية-المغني,ﻲﻨﻐﻤﻟﺍ-ﺔﻴﻨﻐﻤﻟﺍ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)"
10,-0.01760438,1986,مديرة,مدير,0.19813299,-0.21573737,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)"
11,-0.015868336,1986,المهندسة,المهندس,0.15732104,-0.17318937,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)"
12,0.026094891,1986,الدكتورة,الدكتور,0.13337992,-0.10728503,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
13,0.026270106,1986,محامية,محامي,0.16002361,-0.13375351,محامية-محامي,ﻲﻣﺎﺤﻣ-ﺔﻴﻣﺎﺤﻣ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
14,0.053386122,1986,ممثلة,ممثل,0.2136206,-0.16023448,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8897347174163783, 0.9312572087658594, 0.9540945790080738, 1.0)"
15,0.05795239,1986,وزيرة,وزير,0.19889462,-0.14094223,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.8838908112264514, 0.9284890426758939, 0.9530180699730872, 1.0)"
16,0.07298827,1986,طبيبة,طبيب,0.31631052,-0.24332225,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
17,0.08111055,1986,باحثة,باحث,0.20313624,-0.12202568,باحثة-باحث,ﺚﺣﺎﺑ-ﺔﺜﺣﺎﺑ,"(0.8488273740868899, 0.9118800461361016, 0.946559015763168, 1.0)"
18,0.108832985,1986,كاتبة,كاتب,0.36517486,-0.25634187,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.8002306805074973, 0.8881968473663977, 0.9356401384083045, 1.0)"
19,0.11857414,1986,الجندية,الجندي,0.3761746,-0.25760046,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.7711649365628607, 0.8734332948865823, 0.9273356401384084, 1.0)"
20,0.16035831,1986,شاعرة,شاعر,0.38935935,-0.22900105,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.6645905420991929, 0.819300269127259, 0.896885813148789, 1.0)"
21,0.17512892,1986,موظفة,موظف,0.3329038,-0.15777488,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.6355247981545562, 0.8045367166474434, 0.8885813148788928, 1.0)"
22,0.1865789,1986,نائبة,نائب,0.18839927,-0.0018203706,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.6064590542099195, 0.789773164167628, 0.8802768166089966, 1.0)"
23,0.20389768,1986,حارسة,حارس,0.23763396,-0.033736274,حارسة-حارس,ﺱﺭﺎﺣ-ﺔﺳﺭﺎﺣ,"(0.5543252595155715, 0.7610149942329878, 0.8643598615916958, 1.0)"
0,-0.17107353,1987,راقصة,راقص,-0.049593028,0.22066656,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9672433679354094, 0.7093425605536331, 0.5893886966551325, 1.0)"
1,-0.15245362,1987,بائعة,بائع,0.0035455339,0.15599915,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9727797001153403, 0.7425605536332179, 0.631833910034602, 1.0)"
2,-0.08634554,1987,سكرتيرة,سكرتير,0.004392579,0.09073812,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)"
3,-0.076849364,1987,الدكتورة,الدكتور,-0.055241622,0.13209099,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)"
4,-0.039072007,1987,ممرضة,ممرض,-0.042455956,0.08152796,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
5,-0.009295151,1987,مصورة,مصور,-0.09233694,0.10163209,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9709342560553633, 0.9578623606305268, 0.9501730103806229, 1.0)"
6,-0.0040137097,1987,مغنية,مغني,-0.089738764,0.09375247,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)"
7,-0.0009825751,1987,خادمة,خادم,-0.05500353,0.055986106,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9690888119953864, 0.9664744329104191, 0.9649365628604383, 1.0)"
8,0.009159468,1987,سفيرة,سفير,-0.09099198,0.08183251,سفيرة-سفير,ﺮﻴﻔﺳ-ﺓﺮﻴﻔﺳ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
9,0.017017603,1987,مديرة,مدير,-0.1417476,0.12472999,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.942329873125721, 0.956170703575548, 0.9637831603229527, 1.0)"
10,0.03870237,1987,الجندية,الجندي,-0.33299366,0.2942913,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)"
11,0.042807616,1987,فنانة,فنان,-0.14900751,0.1061999,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.9072664359861592, 0.9395617070357555, 0.9573241061130334, 1.0)"
12,0.05545601,1987,وزيرة,وزير,-0.088468514,0.033012506,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.8838908112264514, 0.9284890426758939, 0.9530180699730872, 1.0)"
13,0.059180543,1987,ممثلة,ممثل,-0.22100826,0.16182771,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8780469050365245, 0.9257208765859286, 0.9519415609381008, 1.0)"
14,0.063908756,1987,نائبة,نائب,-0.116642416,-0.05273366,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)"
15,0.08437968,1987,المهندسة,المهندس,-0.10438743,0.020007754,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
16,0.09377481,1987,شاعرة,شاعر,-0.24615677,0.15238196,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)"
17,0.09717177,1987,عاملة,عامل,-0.17866282,0.08149105,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)"
18,0.09812695,1987,الباحثة,الباحث,-0.2504416,0.15231466,الباحثة-الباحث,ﺚﺣﺎﺒﻟﺍ-ﺔﺜﺣﺎﺒﻟﺍ,"(0.8196078431372551, 0.8980392156862746, 0.9411764705882353, 1.0)"
19,0.10228592,1987,المحامية,المحامي,-0.10374623,-0.0014603063,المحامية-المحامي,ﻲﻣﺎﺤﻤﻟﺍ-ﺔﻴﻣﺎﺤﻤﻟﺍ,"(0.8099192618223763, 0.8931180315263362, 0.93840830449827, 1.0)"
20,0.13455291,1987,رسامة,رسام,-0.15473564,-0.020182732,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.7324106113033451, 0.8537485582468283, 0.9162629757785468, 1.0)"
21,0.16176671,1987,كاتبة,كاتب,-0.18131666,0.019549955,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.6645905420991929, 0.819300269127259, 0.896885813148789, 1.0)"
22,0.19495949,1987,طبيبة,طبيب,-0.2375312,0.04257171,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.5870818915801617, 0.779930795847751, 0.8747404844290658, 1.0)"
23,0.20162109,1987,موظفة,موظف,-0.25152963,0.04990854,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.5664744329104193, 0.7687043444828915, 0.8685121107266437, 1.0)"
0,-0.1632724,1988,السفيرة,السفير,0.114392325,-0.27766472,السفيرة-السفير,ﺮﻴﻔﺴﻟﺍ-ﺓﺮﻴﻔﺴﻟﺍ,"(0.9700115340253749, 0.7259515570934255, 0.6106113033448672, 1.0)"
1,-0.12308866,1988,راقصة,راقص,0.025904225,-0.14899288,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9838523644752019, 0.8089965397923875, 0.7167243367935409, 1.0)"
2,-0.096143246,1988,خادمة,خادم,0.032697346,-0.1288406,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
3,-0.09349414,1988,صيدلانية,صيدلي,0.01950566,-0.1129998,صيدلانية-صيدلي,ﻲﻟﺪﻴﺻ-ﺔﻴﻧﻻﺪﻴﺻ,"(0.9903114186851212, 0.867435601691657, 0.7951557093425605, 1.0)"
4,-0.059694856,1988,رسامة,رسام,-0.026129903,-0.08582476,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
5,-0.04612679,1988,عازفة,عازف,-0.00059904903,-0.04672584,عازفة-عازف,ﻑﺯﺎﻋ-ﺔﻓﺯﺎﻋ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
6,-0.04407373,1988,مغنية,مغني,-0.032870963,-0.076944694,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
7,-0.042875588,1988,الجندية,الجندي,0.31223547,-0.35511106,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
8,-0.04276825,1988,سكرتيرة,سكرتير,0.06117973,-0.10394798,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
9,-0.029571138,1988,الدكتورة,الدكتور,0.109028734,-0.13859987,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)"
10,-0.025618955,1988,مهندسة,مهندس,0.010494839,-0.036113795,مهندسة-مهندس,ﺱﺪﻨﻬﻣ-ﺔﺳﺪﻨﻬﻣ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)"
11,-0.006678909,1988,بائعة,بائع,-0.07543306,-0.08211197,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)"
12,-0.0018828362,1988,ممثلة,ممثل,0.1818524,-0.18373524,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9690888119953864, 0.9664744329104191, 0.9649365628604383, 1.0)"
13,0.018589959,1988,وزيرة,وزير,0.08290639,-0.06431643,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.942329873125721, 0.956170703575548, 0.9637831603229527, 1.0)"
14,0.019701622,1988,مصورة,مصور,0.08330335,-0.063601725,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.936485966935794, 0.9534025374855825, 0.9627066512879662, 1.0)"
15,0.029721305,1988,الباحثة,الباحث,0.18075424,-0.15103294,الباحثة-الباحث,ﺚﺣﺎﺒﻟﺍ-ﺔﺜﺣﺎﺒﻟﺍ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)"
16,0.02983363,1988,مديرة,مدير,0.14652598,-0.11669235,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)"
17,0.03930378,1988,عاملة,عامل,0.14127332,-0.10196954,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9072664359861592, 0.9395617070357555, 0.9573241061130334, 1.0)"
18,0.07389591,1988,نائبة,نائب,0.09470669,0.020810783,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
19,0.07477875,1988,موظفة,موظف,0.13600616,-0.061227415,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8546712802768167, 0.914648212226067, 0.9476355247981546, 1.0)"
20,0.08486578,1988,كاتبة,كاتب,0.28441447,-0.19954869,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
21,0.109260164,1988,المحامية,المحامي,0.20323238,-0.09397221,المحامية-المحامي,ﻲﻣﺎﺤﻤﻟﺍ-ﺔﻴﻣﺎﺤﻤﻟﺍ,"(0.8002306805074973, 0.8881968473663977, 0.9356401384083045, 1.0)"
22,0.11915827,1988,شاعرة,شاعر,0.22576144,-0.106603175,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.7711649365628607, 0.8734332948865823, 0.9273356401384084, 1.0)"
23,0.13275963,1988,فنانة,فنان,0.20696157,-0.074201934,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.742099192618224, 0.8586697424067669, 0.9190311418685122, 1.0)"
24,0.17154771,1988,طبيبة,طبيب,0.1972515,-0.02570378,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.645213379469435, 0.8094579008073819, 0.8913494809688582, 1.0)"
0,-0.21503979,1989,راقصة,راقص,0.044886705,0.2599265,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9361014994232987, 0.5993079584775085, 0.4731257208765858, 1.0)"
1,-0.18034944,1989,سفيرة,سفير,-0.054843638,0.23519307,سفيرة-سفير,ﺮﻴﻔﺳ-ﺓﺮﻴﻔﺳ,"(0.9630911188004614, 0.6844290657439446, 0.5575547866205304, 1.0)"
2,-0.07424776,1989,رسامة,رسام,-0.0645341,0.13878186,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)"
3,-0.06159523,1989,بائعة,بائع,-0.08670771,0.14830294,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
4,-0.05339843,1989,سكرتيرة,سكرتير,-0.08347762,0.13687605,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9810841983852365, 0.9104959630911187, 0.8689734717416377, 1.0)"
5,-0.049837574,1989,مصورة,مصور,-0.1491163,0.19895387,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
6,-0.048826218,1989,ممثلة,ممثل,-0.23810443,0.28693065,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
7,-0.044709623,1989,عاملة,عامل,-0.27650136,0.32121098,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
8,-0.03199114,1989,محامية,محامي,-0.14332123,0.17531237,محامية-محامي,ﻲﻣﺎﺤﻣ-ﺔﻴﻣﺎﺤﻣ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)"
9,-0.024278969,1989,مهندسة,مهندس,-0.09022872,0.11450769,مهندسة-مهندس,ﺱﺪﻨﻬﻣ-ﺔﺳﺪﻨﻬﻣ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)"
10,0.031675905,1989,الباحثة,الباحث,-0.14222029,0.11054438,الباحثة-الباحث,ﺚﺣﺎﺒﻟﺍ-ﺔﺜﺣﺎﺒﻟﺍ,"(0.9189542483660131, 0.9450980392156864, 0.9594771241830066, 1.0)"
11,0.052802548,1989,موظفة,موظف,-0.19422904,0.14142649,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8897347174163783, 0.9312572087658594, 0.9540945790080738, 1.0)"
12,0.08610986,1989,خادمة,خادم,-0.22023872,0.13412885,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.8371395617070359, 0.9063437139561707, 0.9444059976931949, 1.0)"
13,0.09714906,1989,الفنانة,الفنان,-0.33384243,0.23669337,الفنانة-الفنان,ﻥﺎﻨﻔﻟﺍ-ﺔﻧﺎﻨﻔﻟﺍ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)"
14,0.11061734,1989,وزيرة,وزير,-0.19660541,0.085988075,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.7905420991926184, 0.8832756632064592, 0.9328719723183392, 1.0)"
15,0.11345965,1989,شاعرة,شاعر,-0.30068964,0.18722999,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.7808535178777396, 0.8783544790465208, 0.9301038062283737, 1.0)"
16,0.14461538,1989,الدكتورة,الدكتور,-0.14512321,0.00050782715,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.7033448673587084, 0.8389850057670128, 0.9079584775086506, 1.0)"
17,0.15507872,1989,طبيبة,طبيب,-0.29018953,0.13511081,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.6839677047289506, 0.8291426374471359, 0.9024221453287198, 1.0)"
18,0.15737706,1989,كاتبة,كاتب,-0.3465631,0.18918604,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.6742791234140717, 0.8242214532871974, 0.8996539792387545, 1.0)"
19,0.17646387,1989,نائبة,نائب,-0.2666655,0.09020161,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.6258362168396773, 0.7996155324875049, 0.8858131487889275, 1.0)"
20,0.19881207,1989,حارسة,حارس,-0.29107636,-0.0922643,حارسة-حارس,ﺱﺭﺎﺣ-ﺔﺳﺭﺎﺣ,"(0.5773933102652828, 0.7750096116878126, 0.8719723183391004, 1.0)"
21,0.200195,1989,الجندية,الجندي,-0.4008494,0.2006544,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.5664744329104193, 0.7687043444828915, 0.8685121107266437, 1.0)"
22,0.24074103,1989,مديرة,مدير,-0.2556257,-0.014884666,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.4449826989619379, 0.6918108419838525, 0.8269896193771626, 1.0)"
0,-0.26977968,1990,راقصة,راقص,-0.04189524,0.31167492,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.8715109573241061, 0.4507497116493656, 0.35901576316801226, 1.0)"
1,-0.17024216,1990,سكرتيرة,سكرتير,0.05077415,0.2210163,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9672433679354094, 0.7093425605536331, 0.5893886966551325, 1.0)"
2,-0.09601596,1990,بائعة,بائع,0.034802828,0.13081878,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
3,-0.041231632,1990,مغنية,مغني,-0.017953953,0.059185587,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
